codigo,label,poblacion,coordenadas
04064,Mojácar,7680,Point(-1.8506325 37.1405966)
04065,Nacimiento,485,Point(-2.6484274 37.1059248)
04066,Níjar,33319,Point(-2.206666666 36.965833333)
04067,Ohanes,553,Point(-2.7452567 37.0382667)
04068,Olula de Castro,175,Point(-2.4750407 37.1751883)
04069,Olula del Río,6506,Point(-2.2965931 37.3552688)
04070,Oria,2219,Point(-2.292294223 37.4839655)
04071,Padules,438,Point(-2.7732375 36.9978333)
04072,Partaloa,836,Point(-2.2262739 37.4060229)
04073,Paterna del Río,399,Point(-2.9526235 37.0216846)
04074,Pechina,4552,Point(-2.4406975 36.9150936)
04075,Pulpí,12214,Point(-1.7507642 37.401845)
04076,Purchena,1563,Point(-2.360555555 37.348055555)
04077,Rágol,297,Point(-2.681227 36.9949542)
04078,Rioja,1609,Point(-2.4626985 36.9451184)
04079,Roquetas de Mar,111240,Point(-2.614722222 36.781388888)
04080,Santa Cruz de Marchena,236,Point(-2.603611111 37.017222222)
04081,Santa Fe de Mondújar,503,Point(-2.5307759 36.9738035)
04082,Senés,279,Point(-2.3436595 37.2024903)
04083,Serón,2151,Point(-2.539527368 37.35197105)
04084,Sierro,364,Point(-2.3986429 37.3214457)
04085,Somontín,497,Point(-2.3879682 37.3919504)
04086,Sorbas,2564,Point(-2.1239207 37.0981986)
04087,Suflí,224,Point(-2.3888744 37.3388282)
04088,Tabernas,3991,Point(-2.3913774 37.0498879)
04089,Taberno,955,Point(-2.0780695 37.4682059)
04090,Tahal,355,Point(-2.2854744 37.2279746)
04091,Terque,393,Point(-2.5985338 36.9842908)
04092,Tíjola,3573,Point(-2.436483502 37.34646397)
04093,Turre,4361,Point(-1.8945374 37.1523701)
04094,Turrillas,256,Point(-2.2633276 37.0300822)
04095,Uleila del Campo,815,Point(-2.2035137 37.1852556)
04096,Urrácal,340,Point(-2.3228526 37.3723183)
04097,Velefique,230,Point(-2.4029018 37.1939294)
04098,Vélez-Blanco,1928,Point(-2.0952955 37.6925421)
04099,Vélez-Rubio,6685,Point(-2.0764057 37.6489587)
04100,Vera,20282,Point(-1.867777777 37.2475)
04101,Viator,6339,Point(-2.4251 36.88872)
04102,Vícar,29342,Point(-2.6430297 36.8316986)
04103,Zurgena,3059,Point(-2.0393486 37.3421871)
04901,Las Tres Villas,547,Point(-2.72162 37.15945)
04902,El Ejido,91440,Point(-2.816666666 36.783055555)
04903,La Mojonera,8793,Point(-2.6837945 36.7522747)
04904,Balanegra,3055,Point(-2.908333333 36.746666666)
05001,Adanero,207,Point(-4.606666666 40.945833333)
05002,La Adrada,2853,Point(-4.65527 40.30783)
05002,La Adrada,2853,Point(-4.635 40.299166666)
05005,Albornos,170,Point(-4.88129 40.83795)
05005,Albornos,170,Point(-4.881388888 40.838611111)
05007,Aldeanueva de Santa Cruz,100,Point(-5.42142 40.38189)
05007,Aldeanueva de Santa Cruz,100,Point(-5.419444444 40.381666666)
05008,Aldeaseca,211,Point(-4.8175 41.049444444)
05008,Aldeaseca,211,Point(-4.81707 41.04912)
05010,La Aldehuela,141,Point(-5.409166666 40.410833333)
05012,Amavida,131,Point(-5.066666666 40.573333333)
05013,El Arenal,961,Point(-5.087222222 40.264722222)
05013,El Arenal,961,Point(-5.07829 40.27881)
05014,Arenas de San Pedro,6460,Point(-5.091111111 40.208888888)
05015,Arevalillo,58,Point(-5.374444444 40.587222222)
05016,Arévalo,7851,Point(-4.716666666 41.066666666)
05017,Aveinte,67,Point(-4.8375 40.782222222)
05018,Avellaneda,23,Point(-5.388055555 40.388611111)
05019,Ávila,59107,Point(-4.696222222 40.654347222)
05021,El Barco de Ávila,2308,Point(-5.523611111 40.359722222)
05022,El Barraco,2086,Point(-4.641944444 40.475277777)
05023,Barromán,174,Point(-4.931388888 41.065)
05023,Barromán,174,Point(-4.93066 41.06536)
05024,Becedas,146,Point(-5.634722222 40.405)
05025,Becedillas,70,Point(-5.325 40.537222222)
05026,Bercial de Zapardiel,166,Point(-4.969166666 41.046388888)
05027,Las Berlanas,323,Point(-4.76597 40.80455)
05027,Las Berlanas,323,Point(-4.760555555 40.803055555)
05029,Bernuy-Zapardiel,79,Point(-4.943888888 40.976111111)
05030,Berrocalejo de Aragona,55,Point(-4.596944444 40.694166666)
05033,Blascomillán,169,Point(-5.088611111 40.801388888)
05034,Blasconuño de Matacabras,14,Point(-4.990277777 41.123333333)
05035,Blascosancho,85,Point(-4.63743 40.87744)
05035,Blascosancho,85,Point(-4.635833333 40.877777777)
05036,El Bohodón,104,Point(-4.73102 40.91728)
05036,El Bohodón,104,Point(-4.728638888 40.916061111)
05037,Bohoyo,205,Point(-5.441111111 40.315)
05038,Bonilla de la Sierra,139,Point(-5.264166666 40.528888888)
05039,Brabos,34,Point(-4.937777777 40.778333333)
05040,Bularros,55,Point(-4.866574078 40.725996614)
05041,Burgohondo,1269,Point(-4.786388888 40.413611111)
05042,Cabezas de Alambre,152,Point(-4.8425 40.940277777)
05043,Cabezas del Pozo,80,Point(-4.9521 41.000627777)
05044,Cabezas del Villar,217,Point(-5.208333333 40.715277777)
05045,Cabizuela,89,Point(-4.800277777 40.901111111)
05046,Canales,42,Point(-4.899769444 41.002797222)
05047,Candeleda,5003,Point(-5.2409617 40.1557248)
05048,Cantiveros,102,Point(-4.954444444 40.952777777)
05049,Cardeñosa,430,Point(-4.745277777 40.741666666)
05051,La Carrera,155,Point(-5.554722222 40.347777777)
05051,La Carrera,155,Point(-5.56214 40.35452)
05052,Casas del Puerto,80,Point(-5.194110277 40.52755835)
05052,Casas del Puerto,80,Point(-5.16808 40.52499)
05053,Casasola,67,Point(-4.826666666 40.668888888)
05054,Casavieja,1362,Point(-4.766666666 40.281111111)
05055,Casillas,673,Point(-4.5725 40.324166666)
05056,Castellanos de Zapardiel,106,Point(-4.909722222 41.085277777)
05057,Cebreros,3345,Point(-4.464722222 40.455)
05058,Cepeda la Mora,63,Point(-5.048333333 40.457777777)
05059,Cillán,84,Point(-4.978055555 40.705)
05060,Cisla,107,Point(-5.012222222 40.964722222)
05061,La Colilla,375,Point(-4.765833333 40.646111111)
05062,Collado de Contreras,147,Point(-4.927777777 40.886666666)
05063,Collado del Mirón,18,Point(-5.353888888 40.552777777)
05064,Constanzana,104,Point(-4.87515 40.93821)
05064,Constanzana,104,Point(-4.874444444 40.938611111)
05065,Crespos,463,Point(-4.9702 40.8709)
05066,Cuevas del Valle,506,Point(-5.008888888 40.293611111)
05067,Chamartín,61,Point(-4.958055555 40.701111111)
05067,Chamartín,61,Point(-4.94843 40.71716)
05069,Donjimeno,69,Point(-4.845277777 40.959722222)
05070,Donvidas,31,Point(-4.807777777 41.089166666)
05072,Espinosa de los Caballeros,104,Point(-4.653378781 41.008944061)
05073,Flores de Ávila,262,Point(-5.078888888 40.933333333)
05074,Fontiveros,715,Point(-4.9646 40.9295)
05075,Fresnedilla,92,Point(-4.620555555 40.233611111)
05076,El Fresno,579,Point(-4.7575 40.613611111)
05077,Fuente el Saúz,146,Point(-4.908888888 40.9775)
05078,Fuentes de Año,90,Point(-4.8987 41.0171)
05079,Gallegos de Altamiros,61,Point(-4.8988 40.7097)
05080,Gallegos de Sobrinos,42,Point(-5.111944444 40.716388888)
05081,Garganta del Villar,37,Point(-5.104166666 40.448888888)
05082,Gavilanes,523,Point(-4.851111111 40.2775)
05083,Gemuño,147,Point(-4.782222222 40.593055555)
05084,Gilbuena,45,Point(-5.605277777 40.415277777)
05085,Gil-García,45,Point(-5.5942268 40.2978041)
05086,Gimialcón,73,Point(-5.122222222 40.8775)
05087,Gotarrendura,173,Point(-4.739166666 40.826666666)
05088,Grandes y San Martín,34,Point(-4.955555555 40.755833333)
05089,Guisando,458,Point(-5.139722222 40.221666666)
05090,Gutierre-Muñoz,63,Point(-4.638611111 40.983333333)
05092,Hernansancho,140,Point(-4.73045 40.85753)
05092,Hernansancho,140,Point(-4.729444444 40.8575)
05093,Herradón de Pinares,526,Point(-4.558333333 40.563333333)
05094,Herreros de Suso,141,Point(-5.038333333 40.801944444)
05095,Higuera de las Dueñas,250,Point(-4.601666666 40.239722222)
05096,La Hija de Dios,79,Point(-4.9676 40.5299)
05097,La Horcajada,434,Point(-5.4663 40.4365)
05099,Horcajo de las Torres,425,Point(-5.090833333 41.065)
05100,El Hornillo,263,Point(-5.12397 40.26225)
05100,El Hornillo,263,Point(-5.104166666 40.249722222)
05101,Hoyocasero,294,Point(-4.975833333 40.398888888)
05102,El Hoyo de Pinares,2179,Point(-4.423888888 40.500833333)
05102,El Hoyo de Pinares,2179,Point(-4.39821 40.50704)
05103,Hoyorredondo,57,Point(-5.41 40.462222222)
05104,Hoyos del Collado,28,Point(-5.201111111 40.359444444)
05105,Hoyos del Espino,350,Point(-5.17505 40.35623)
05105,Hoyos del Espino,350,Point(-5.174141 40.356588)
05106,Hoyos de Miguel Muñoz,24,Point(-5.067138888 40.392241666)
05107,Hurtumpascual,41,Point(-5.1125 40.692222222)
05108,Junciana,40,Point(-5.557777777 40.41)
05109,Langa,441,Point(-4.859444444 41.007777777)
05110,Lanzahíta,771,Point(-4.9334 40.19051)
05110,Lanzahíta,771,Point(-4.937222222 40.203888888)
05112,El Losar del Barco,99,Point(-5.539444444 40.3925)
05112,El Losar del Barco,99,Point(-5.53094 40.40255)
05113,Los Llanos de Tormes,57,Point(-5.500197222 40.328155555)
05113,Los Llanos de Tormes,57,Point(-5.47368 40.33213)
05114,Madrigal de las Altas Torres,1281,Point(-4.998888888 41.089444444)
05115,Maello,713,Point(-4.508888888 40.811111111)
05116,Malpartida de Corneja,89,Point(-5.351111111 40.521111111)
05117,Mamblas,191,Point(-5.011111111 41.019444444)
05118,Mancera de Arriba,66,Point(-5.147222222 40.791111111)
05119,Manjabálago y Ortigosa de Rioalmar,22,Point(-5.076111111 40.664444444)
05120,Marlín,29,Point(-4.829722222 40.711388888)
05121,Martiherrero,372,Point(-4.781138027 40.674058263)
05122,Martínez,109,Point(-5.348333333 40.630833333)
05123,Mediana de Voltoya,117,Point(-4.563888888 40.700555555)
05124,Medinilla,79,Point(-5.6175 40.439444444)
05125,Mengamuñoz,60,Point(-5.0 40.5)
05126,Mesegar de Corneja,62,Point(-5.301666666 40.502777777)
05127,Mijares,718,Point(-4.836666666 40.2975)
05128,Mingorría,422,Point(-4.665277777 40.750833333)
05129,El Mirón,93,Point(-5.405277777 40.531944444)
05129,El Mirón,93,Point(-5.39626 40.55893)
05130,Mironcillo,110,Point(-4.825555555 40.555)
05131,Mirueña de los Infanzones,86,Point(-5.090833333 40.7375)
05132,Mombeltrán,922,Point(-5.017777777 40.26)
05133,Monsalupe,64,Point(-4.781111111 40.768611111)
05134,Moraleja de Matacabras,55,Point(-4.9575 41.107222222)
05135,Muñana,499,Point(-5.01447 40.59042)
05136,Muñico,77,Point(-5.026666666 40.704722222)
05138,Muñogalindo,299,Point(-4.895 40.6025)
05139,Muñogrande,76,Point(-4.921944444 40.821111111)
05140,Muñomer del Peco,113,Point(-4.880277777 40.858611111)
05141,Muñopepe,95,Point(-4.818055555 40.635555555)
05142,Muñosancho,87,Point(-5.035833333 40.921944444)
05143,Muñotello,50,Point(-5.040833333 40.543055555)
05144,Narrillos del Álamo,56,Point(-5.466944444 40.566944444)
05145,Narrillos del Rebollar,34,Point(-4.964722222 40.664444444)
05147,Narros del Castillo,151,Point(-5.058611111 40.858611111)
05148,Narros del Puerto,26,Point(-4.991944444 40.541666666)
05149,Narros de Saldueña,102,Point(-4.869444444 40.875277777)
05151,Navacepedilla de Corneja,99,Point(-5.1843419 40.4858066)
05152,Nava de Arévalo,647,Point(-4.775833333 40.978333333)
05153,Nava del Barco,81,Point(-5.540277777 40.2925)
05154,Navadijos,29,Point(-5.083611111 40.425833333)
05155,Navaescurial,54,Point(-5.277777777 40.471944444)
05156,Navahondilla,359,Point(-4.494444444 40.325277777)
05157,Navalacruz,192,Point(-4.9325 40.440277777)
05158,Navalmoral,445,Point(-4.768611111 40.459722222)
05158,Navalmoral,445,Point(-4.76859 40.46028)
05159,Navalonguilla,182,Point(-5.501944444 40.278333333)
05160,Navalosa,314,Point(-4.931388888 40.401388888)
05161,Navalperal de Pinares,840,Point(-4.410833333 40.594444444)
05162,Navalperal de Tormes,73,Point(-5.300555555 40.352777777)
05163,Navaluenga,2135,Point(-4.707777777 40.411111111)
05164,Navaquesera,38,Point(-4.908611111 40.425)
05165,Navarredonda de Gredos,451,Point(-5.133611111 40.3625)
05166,Navarredondilla,146,Point(-4.821388888 40.453611111)
05167,Navarrevisca,281,Point(-4.895 40.364166666)
05168,Las Navas del Marqués,5670,Point(-4.34626 40.59497)
05168,Las Navas del Marqués,5670,Point(-4.3278957 40.6038003)
05169,Navatalgordo,230,Point(-4.872222222 40.41)
05170,Navatejares,48,Point(-5.530833333 40.335555555)
05171,Neila de San Miguel,66,Point(-5.6508 40.4234)
05172,Niharra,167,Point(-4.839722222 40.589444444)
05172,Niharra,167,Point(-4.83895 40.58945)
05173,Ojos-Albos,89,Point(-4.516388888 40.706666666)
05174,Orbita,70,Point(-4.6475 40.998611111)
05175,El Oso,125,Point(-4.770555555 40.841666666)
05175,El Oso,125,Point(-4.77385 40.8457)
05176,Padiernos,277,Point(-4.845555555 40.621666666)
05177,Pajares de Adaja,123,Point(-4.640555555 40.923611111)
05178,Palacios de Goda,396,Point(-4.784166666 41.117222222)
05179,Papatrigo,215,Point(-4.831944444 40.867222222)
05180,El Parral,64,Point(-4.98645 40.79363)
05180,El Parral,64,Point(-4.980833333 40.800555555)
05181,Pascualcobo,38,Point(-5.276944444 40.656944444)
05182,Pedro Bernardo,743,Point(-4.914722222 40.242777777)
05182,Pedro Bernardo,743,Point(-4.90963 40.24214)
05183,Pedro-Rodríguez,131,Point(-4.785 40.936944444)
05184,Peguerinos,283,Point(-4.232777777 40.627222222)
05185,Peñalba de Ávila,104,Point(-4.746111111 40.771944444)
05186,Piedrahíta,1637,Point(-5.3275956 40.4634851)
05187,Piedralaves,2183,Point(-4.698055555 40.317222222)
05188,Poveda,30,Point(-5.079722222 40.566944444)
05189,Poyales del Hoyo,498,Point(-5.156944444 40.171666666)
05190,Pozanco,57,Point(-4.667222222 40.801388888)
05191,Pradosegar,109,Point(-5.071111111 40.550833333)
05192,Puerto Castilla,99,Point(-5.629722222 40.289444444)
05193,Rasueros,150,Point(-5.074444444 41.023055555)
05194,Riocabado,129,Point(-4.803055555 40.83)
05194,Riocabado,129,Point(-4.8005 40.84271)
05195,Riofrío,188,Point(-4.778055555 40.548611111)
05195,Riofrío,188,Point(-4.777222222 40.547222222)
05196,Rivilla de Barajas,59,Point(-4.988055555 40.901944444)
05197,Salobral,109,Point(-4.811111111 40.611666666)
05198,Salvadiós,67,Point(-5.096388888 40.876944444)
05199,San Bartolomé de Béjar,44,Point(-5.663055555 40.408055555)
05200,San Bartolomé de Corneja,32,Point(-5.385277777 40.492777777)
05201,San Bartolomé de Pinares,479,Point(-4.5425 40.5425)
05204,Sanchidrián,720,Point(-4.581388888 40.891944444)
05205,Sanchorreja,77,Point(-4.915277777 40.664722222)
05206,San Esteban de los Patos,19,Point(-4.625 40.745833333)
05207,San Esteban del Valle,735,Point(-4.98 40.275277777)
05208,San Esteban de Zapardiel,40,Point(-4.900833333 41.093055555)
05209,San García de Ingelmos,64,Point(-5.11523 40.76912)
05209,San García de Ingelmos,64,Point(-5.116388888 40.769722222)
05210,San Juan de la Encinilla,70,Point(-4.838333333 40.83)
05211,San Juan de la Nava,422,Point(-4.681944444 40.479166666)
05212,San Juan del Molinillo,238,Point(-4.8181 40.4589)
05213,San Juan del Olmo,73,Point(-5.049722222 40.652777777)
05214,San Lorenzo de Tormes,32,Point(-5.488055555 40.370277777)
05215,San Martín de la Vega del Alberche,163,Point(-5.156666666 40.431111111)
05216,San Martín del Pimpollar,221,Point(-5.05405 40.368727777)
05217,San Miguel de Corneja,65,Point(-5.2875 40.486666666)
05218,San Miguel de Serrezuela,103,Point(-5.2875 40.670277777)
05219,San Pascual,44,Point(-4.756111111 40.882222222)
05220,San Pedro del Arroyo,516,Point(-4.8708817 40.8023476)
05221,Santa Cruz del Valle,295,Point(-5.003888888 40.250833333)
05222,Santa Cruz de Pinares,169,Point(-4.58036 40.54265)
05222,Santa Cruz de Pinares,169,Point(-4.579444444 40.541944444)
05224,Santa María del Arroyo,103,Point(-4.922222222 40.600277777)
05225,Santa María del Berrocal,372,Point(-5.406388888 40.509444444)
05226,Santa María de los Caballeros,53,Point(-5.451666666 40.388888888)
05227,Santa María del Tiétar,582,Point(-4.5541531 40.3042531)
05228,Santiago del Collado,161,Point(-5.35631 40.43326)
05228,Santiago del Collado,161,Point(-5.356388888 40.433611111)
05229,Santo Domingo de las Posadas,71,Point(-4.633611111 40.812222222)
05230,Santo Tomé de Zabarcos,70,Point(-4.91 40.786111111)
05231,San Vicente de Arévalo,171,Point(-4.8 40.967777777)
05232,La Serrada,132,Point(-4.792222222 40.631388888)
05232,La Serrada,132,Point(-4.78684 40.63181)
05233,Serranillos,247,Point(-4.911666666 40.335833333)
05234,Sigeres,41,Point(-4.9325 40.799444444)
05235,Sinlabajos,134,Point(-4.831944444 41.077222222)
05236,Solana de Ávila,95,Point(-5.615833333 40.314722222)
05237,Solana de Rioalmar,141,Point(-5.010555555 40.737222222)
05238,Solosancho,750,Point(-4.906111111 40.553611111)
05239,Sotalbo,234,Point(-4.8484 40.5419)
05240,Sotillo de la Adrada,5081,Point(-4.5827 40.2934)
05241,El Tiemblo,4582,Point(-4.500142 40.414323)
05242,Tiñosillos,732,Point(-4.7275 40.934166666)
05243,Tolbaños,87,Point(-4.581388888 40.751111111)
05244,Tormellas,35,Point(-5.511666666 40.304166666)
05245,Tornadizos de Ávila,458,Point(-4.615277777 40.626111111)
05246,Tórtoles de la Sierra,37,Point(-5.261666666 40.560833333)
05247,La Torre,209,Point(-4.965277777 40.589166666)
05249,Umbrías,100,Point(-5.578055555 40.313055555)
05251,Vadillo de la Sierra,50,Point(-5.1248517 40.6063594)
05252,Valdecasa,54,Point(-5.0118 40.6595)
05253,Vega de Santa María,88,Point(-4.64287 40.83618)
05253,Vega de Santa María,88,Point(-4.641944444 40.835833333)
05254,Velayos,203,Point(-4.62324 40.84157)
05256,Villaflor,100,Point(-4.874166666 40.758333333)
05257,Villafranca de la Sierra,128,Point(-5.2313259 40.4984796)
05258,Villanueva de Gómez,119,Point(-4.715277777 40.883888888)
05259,Villanueva del Aceral,86,Point(-4.85419 41.04095)
05259,Villanueva del Aceral,86,Point(-4.852222222 41.041388888)
05260,Villanueva del Campillo,107,Point(-5.18 40.578333333)
05261,Villar de Corneja,31,Point(-5.429166666 40.475277777)
05262,Villarejo del Valle,304,Point(-4.9975 40.285833333)
05263,Villatoro,150,Point(-5.111111111 40.556111111)
05264,Viñegra de Moraña,49,Point(-4.922222222 40.849166666)
05265,Vita,81,Point(-5.004722222 40.811944444)
05265,Vita,81,Point(-5.00054 40.82841)
05266,Zapardiel de la Cañada,83,Point(-5.34 40.605833333)
05267,Zapardiel de la Ribera,90,Point(-5.328611111 40.355555555)
05901,San Juan de Gredos,219,Point(-5.242222222 40.356111111)
05902,Santa María del Cubillo,308,Point(-4.461666666 40.717777777)
05903,Diego del Carpio,107,Point(-5.334166666 40.668611111)
05904,Santiago de Tormes,104,Point(-5.38 40.345555555)
05905,Villanueva de Ávila,202,Point(-4.821944444 40.379722222)
06001,Acedera,815,Point(-5.572222222 39.076944444)
06002,Aceuchal,5307,Point(-6.483055555 38.65)
06003,Ahillones,793,Point(-5.8641911 38.2596025)
06004,Alange,1802,Point(-6.2455895 38.7858374)
06005,La Albuera,1995,Point(-6.8239504 38.7161343)
06006,Alburquerque,4928,Point(-7.001111111 39.219166666)
06007,Alconchel,1592,Point(-7.0709841 38.5167174)
06008,Alconera,748,Point(-6.476699 38.3972763)
06009,Aljucén,252,Point(-6.330277777 39.044444444)
06010,Almendral,1202,Point(-6.8208893 38.6141171)
06011,Almendralejo,34587,Point(-6.409166666 38.683055555)
06012,Arroyo de San Serván,4001,Point(-6.455277777 38.853055555)
06013,Atalaya,258,Point(-6.4746425 38.333047)
06014,Azuaga,7587,Point(-5.677777777 38.258888888)
06015,Badajoz,150209,Point(-6.970609 38.87789)
06016,Barcarrota,3456,Point(-6.8486267 38.5147863)
06017,Baterno,231,Point(-4.911388888 38.956666666)
06018,Benquerencia de la Serena,771,Point(-5.494459 38.6994206)
06019,Berlanga,2171,Point(-5.829166666 38.282777777)
06020,Bienvenida,1999,Point(-6.2092697 38.2991917)
06021,Bodonal de la Sierra,982,Point(-6.56 38.148333333)
06022,Burguillos del Cerro,2940,Point(-6.5905431 38.3799692)
06023,Cabeza del Buey,4489,Point(-5.219444444 38.721111111)
06024,Cabeza la Vaca,1257,Point(-6.421111111 38.086666666)
06025,Calamonte,6104,Point(-6.385 38.89)
06026,Calera de León,912,Point(-6.337674 38.1062772)
06027,Calzadilla de los Barros,679,Point(-6.3175163 38.3005798)
06028,Campanario,4702,Point(-5.6173532 38.8637261)
06029,Campillo de Llerena,1321,Point(-5.832394 38.5007096)
06030,Capilla,142,Point(-5.083055555 38.816666666)
06031,Carmonita,514,Point(-6.3382209 39.153648)
06032,El Carrascalejo,80,Point(-6.3372173 39.022734)
06033,Casas de Don Pedro,1375,Point(-5.3308461 39.105649)
06034,Casas de Reina,200,Point(-5.969722222 38.202222222)
